,Date,Symbol,Open,High,Low,Close,Volume ETC,Volume USD,type,color
4932,2019-06-19 11-PM,ETCUSD,8.52,8.578,8.52,8.578,2.334,20.02,Rise,2
4933,2019-06-19 10-PM,ETCUSD,8.533,8.615,8.52,8.52,520.78,4480.32,Fall,0
4934,2019-06-19 09-PM,ETCUSD,8.547,8.56,8.515,8.533,275.31,2345.11,Rise,2
4935,2019-06-19 08-PM,ETCUSD,8.48,8.547,8.48,8.547,565.99,4819.62,Rise,2
4936,2019-06-19 07-PM,ETCUSD,8.482000000000001,8.517000000000001,8.48,8.48,60.2,510.69,Fall,0
4937,2019-06-19 06-PM,ETCUSD,8.47,8.519,8.47,8.482000000000001,8.207,69.64,Rise,2
4938,2019-06-19 05-PM,ETCUSD,8.47,8.47,8.47,8.47,0.0,0.0,Fall,0
4939,2019-06-19 04-PM,ETCUSD,8.469,8.496,8.469,8.47,33.43,283.28,Stag,1
4940,2019-06-19 03-PM,ETCUSD,8.46,8.5,8.46,8.469,450.71,3816.94,Fall,0
4941,2019-06-19 02-PM,ETCUSD,8.5,8.5,8.392999999999999,8.46,210.04,1762.98,Fall,0
4942,2019-06-19 01-PM,ETCUSD,8.5,8.5,8.5,8.5,0.0,0.0,Rise,2
4943,2019-06-19 12-PM,ETCUSD,8.5,8.5,8.5,8.5,10.71,91.01,Stag,1
4944,2019-06-19 11-AM,ETCUSD,8.575,8.575,8.5,8.5,1.0290000000000001,8.744,Stag,1
4945,2019-06-19 10-AM,ETCUSD,8.575,8.575,8.575,8.575,0.0,0.0,Rise,2
4946,2019-06-19 09-AM,ETCUSD,8.575,8.575,8.575,8.575,0.0,0.0,Stag,1
4947,2019-06-19 08-AM,ETCUSD,8.63,8.658999999999999,8.575,8.575,439.82,3791.76,Stag,1
4948,2019-06-19 07-AM,ETCUSD,8.617,8.63,8.617,8.63,250.0,2157.55,Rise,2
4949,2019-06-19 06-AM,ETCUSD,8.402000000000001,8.617,8.402000000000001,8.617,40.27,346.12,Fall,0
4950,2019-06-19 05-AM,ETCUSD,8.402000000000001,8.402000000000001,8.402000000000001,8.402000000000001,0.0,0.0,Fall,0
4951,2019-06-19 04-AM,ETCUSD,8.487,8.496,8.402000000000001,8.402000000000001,12.35,104.71,Stag,1
4952,2019-06-19 03-AM,ETCUSD,8.495,8.495,8.487,8.487,5.888999999999999,49.98,Rise,2
4953,2019-06-19 02-AM,ETCUSD,8.495,8.495,8.495,8.495,0.0,0.0,Rise,2
4954,2019-06-19 01-AM,ETCUSD,8.471,8.495,8.471,8.495,4.405,37.42,Stag,1
4955,2019-06-19 12-AM,ETCUSD,8.349,8.475,8.349,8.471,279.5,2367.58,Fall,0
4956,2019-06-18 11-PM,ETCUSD,8.349,8.349,8.349,8.349,0.0,0.0,Fall,0
4957,2019-06-18 10-PM,ETCUSD,8.411,8.411,8.349,8.349,27.64,231.54,Stag,1
4958,2019-06-18 09-PM,ETCUSD,8.4,8.472999999999999,8.395,8.411,401.0,3396.36,Rise,2
4959,2019-06-18 08-PM,ETCUSD,8.407,8.43,8.4,8.4,62.27,523.21,Fall,0
4960,2019-06-18 07-PM,ETCUSD,8.39,8.443,8.39,8.407,29.57,248.78,Rise,2
4961,2019-06-18 06-PM,ETCUSD,8.389,8.443999999999999,8.349,8.39,779.89,6558.09,Fall,0
4962,2019-06-18 05-PM,ETCUSD,8.372,8.389,8.31,8.389,42.46,354.21,Fall,0
4963,2019-06-18 04-PM,ETCUSD,8.491,8.491,8.372,8.372,0.8004,6.7010000000000005,Fall,0
4964,2019-06-18 03-PM,ETCUSD,8.477,8.502,8.4,8.491,415.97,3516.89,Rise,2
4965,2019-06-18 02-PM,ETCUSD,8.601,8.601,8.477,8.477,7.9479999999999995,67.72,Fall,0
4966,2019-06-18 01-PM,ETCUSD,8.467,8.61,8.467,8.601,40.01,343.59,Rise,2
4967,2019-06-18 12-PM,ETCUSD,8.6,8.6,8.467,8.467,471.98,4012.12,Fall,0
4968,2019-06-18 11-AM,ETCUSD,8.6,8.6,8.6,8.6,0.0,0.0,Rise,2
4969,2019-06-18 10-AM,ETCUSD,8.585,8.6,8.585,8.6,14.06,120.78,Stag,1
4970,2019-06-18 09-AM,ETCUSD,8.6,8.609,8.57,8.585,29.39,252.77,Fall,0
4971,2019-06-18 08-AM,ETCUSD,8.55,8.6,8.521,8.6,56.74,485.54,Rise,2
4972,2019-06-18 07-AM,ETCUSD,8.651,8.66,8.447000000000001,8.55,1403.04,11940.98,Fall,0
4973,2019-06-18 06-AM,ETCUSD,8.651,8.651,8.651,8.651,0.0,0.0,Rise,2
4974,2019-06-18 05-AM,ETCUSD,8.717,8.717,8.633,8.651,220.63,1913.43,Stag,1
4975,2019-06-18 04-AM,ETCUSD,8.776,8.776,8.717,8.717,1.016,8.853,Rise,2
4976,2019-06-18 03-AM,ETCUSD,8.679,8.776,8.679,8.776,14.61,128.23,Rise,2
4977,2019-06-18 02-AM,ETCUSD,8.78,8.795,8.679,8.679,41.15,361.34,Fall,0
4978,2019-06-18 01-AM,ETCUSD,8.773,8.78,8.773,8.78,184.0,1615.49,Rise,2
4979,2019-06-18 12-AM,ETCUSD,8.78,8.78,8.773,8.773,1780.17,15619.21,Fall,0
4980,2019-06-17 11-PM,ETCUSD,8.875,8.875,8.78,8.78,117.4,1041.3,Rise,2
4981,2019-06-17 10-PM,ETCUSD,8.85,8.875,8.85,8.875,18.22,161.53,Rise,2
4982,2019-06-17 09-PM,ETCUSD,8.79,8.85,8.79,8.85,272.81,2404.41,Fall,0
4983,2019-06-17 08-PM,ETCUSD,8.779,8.804,8.706,8.79,328.65,2887.66,Fall,0
4984,2019-06-17 07-PM,ETCUSD,8.767000000000001,8.779,8.695,8.779,48.92,429.1,Fall,0
4985,2019-06-17 06-PM,ETCUSD,8.755,8.785,8.717,8.767000000000001,329.2,2886.17,Fall,0
4986,2019-06-17 05-PM,ETCUSD,8.721,8.758,8.702,8.755,107.02,935.64,Fall,0
4987,2019-06-17 04-PM,ETCUSD,8.706,8.721,8.687999999999999,8.721,225.29,1961.05,Fall,0
4988,2019-06-17 03-PM,ETCUSD,8.797,8.797,8.676,8.706,129.0,1124.93,Fall,0
4989,2019-06-17 02-PM,ETCUSD,8.804,8.804,8.746,8.797,376.12,3292.31,Rise,2
4990,2019-06-17 01-PM,ETCUSD,8.793,8.804,8.788,8.804,19.38,170.61,Rise,2
4991,2019-06-17 12-PM,ETCUSD,8.732000000000001,8.794,8.732000000000001,8.793,125.13,1097.32,Fall,0
4992,2019-06-17 11-AM,ETCUSD,8.796,8.796,8.732000000000001,8.732000000000001,50.56,441.77,Fall,0
4993,2019-06-17 10-AM,ETCUSD,8.76,8.812999999999999,8.732999999999999,8.796,570.68,5018.53,Rise,2
4994,2019-06-17 09-AM,ETCUSD,8.738999999999999,8.76,8.738999999999999,8.76,18.25,159.9,Fall,0
4995,2019-06-17 08-AM,ETCUSD,8.695,8.738999999999999,8.695,8.738999999999999,5.05,44.01,Fall,0
4996,2019-06-17 07-AM,ETCUSD,8.695,8.695,8.695,8.695,16.25,141.29,Fall,0
4997,2019-06-17 06-AM,ETCUSD,8.738,8.738,8.691,8.695,91.17,792.48,Stag,1
4998,2019-06-17 05-AM,ETCUSD,8.729,8.738,8.718,8.738,12.12,105.88,Rise,2
4999,2019-06-17 04-AM,ETCUSD,8.702,8.751,8.702,8.729,97.31,849.4,Fall,0
5000,2019-06-17 03-AM,ETCUSD,8.716000000000001,8.72,8.683,8.702,107.18,932.72,Fall,0
5001,2019-06-17 02-AM,ETCUSD,8.771,8.771,8.716000000000001,8.716000000000001,13.07,113.93,Rise,2
5002,2019-06-17 01-AM,ETCUSD,8.773,8.829,8.771,8.771,9.245,81.35,Rise,2
5003,2019-06-17 12-AM,ETCUSD,8.793,8.793,8.773,8.773,110.0,965.03,Rise,2
5004,2019-06-16 11-PM,ETCUSD,8.793,8.793,8.793,8.793,0.0,0.0,Rise,2
5005,2019-06-16 10-PM,ETCUSD,8.793,8.793,8.793,8.793,0.0,0.0,Stag,1
5006,2019-06-16 09-PM,ETCUSD,8.662,8.818,8.662,8.793,1169.05,10298.96,Stag,1
5007,2019-06-16 08-PM,ETCUSD,8.627,8.662,8.623,8.662,6.999,60.55,Fall,0
5008,2019-06-16 07-PM,ETCUSD,8.697000000000001,8.697000000000001,8.627,8.627,53.59,463.52,Fall,0
5009,2019-06-16 06-PM,ETCUSD,8.697000000000001,8.697000000000001,8.697000000000001,8.697000000000001,0.0,0.0,Rise,2
5010,2019-06-16 05-PM,ETCUSD,8.902999999999999,8.902999999999999,8.697000000000001,8.697000000000001,527.42,4634.18,Stag,1
5011,2019-06-16 04-PM,ETCUSD,8.897,8.902999999999999,8.836,8.902999999999999,760.8,6758.64,Rise,2
5012,2019-06-16 03-PM,ETCUSD,8.722999999999999,8.897,8.714,8.897,198.61,1753.62,Fall,0
5013,2019-06-16 02-PM,ETCUSD,8.767999999999999,8.767999999999999,8.721,8.722999999999999,29.63,258.99,Fall,0
5014,2019-06-16 01-PM,ETCUSD,8.642000000000001,8.767999999999999,8.642000000000001,8.767999999999999,356.46,3102.96,Rise,2
5015,2019-06-16 12-PM,ETCUSD,8.711,8.711,8.63,8.642000000000001,1.876,16.2,Fall,0
5016,2019-06-16 11-AM,ETCUSD,8.66,8.711,8.66,8.711,5.001,43.57,Rise,2
5017,2019-06-16 10-AM,ETCUSD,8.645,8.743,8.645,8.66,1001.03,8669.04,Fall,0
5018,2019-06-16 09-AM,ETCUSD,8.774,8.774,8.645,8.645,42.39,367.27,Fall,0
5019,2019-06-16 08-AM,ETCUSD,8.831,8.905,8.582,8.774,2067.76,17981.12,Rise,2
5020,2019-06-16 07-AM,ETCUSD,8.783,8.831,8.765,8.831,171.03,1503.58,Rise,2
5021,2019-06-16 06-AM,ETCUSD,8.705,8.783,8.693999999999999,8.783,7.247999999999999,63.23,Fall,0
5022,2019-06-16 05-AM,ETCUSD,8.656,8.779,8.613,8.705,570.18,4975.09,Fall,0
5023,2019-06-16 04-AM,ETCUSD,8.591000000000001,8.656,8.591000000000001,8.656,76.94,665.36,Fall,0
5024,2019-06-16 03-AM,ETCUSD,8.683,8.683,8.591000000000001,8.591000000000001,10.65,91.48,Fall,0
5025,2019-06-16 02-AM,ETCUSD,8.625,8.686,8.612,8.683,230.27,1999.06,Rise,2
5026,2019-06-16 01-AM,ETCUSD,8.59,8.625,8.554,8.625,1.6440000000000001,14.13,Fall,0
5027,2019-06-16 12-AM,ETCUSD,8.538,8.59,8.538,8.59,1692.92,14542.15,Fall,0
5028,2019-06-15 11-PM,ETCUSD,8.588,8.588,8.538,8.538,23.28,198.75,Fall,0
5029,2019-06-15 10-PM,ETCUSD,8.554,8.588,8.546,8.588,66.25,568.76,Rise,2
5030,2019-06-15 09-PM,ETCUSD,8.588,8.588,8.554,8.554,14.11,120.73,Fall,0
5031,2019-06-15 08-PM,ETCUSD,8.635,8.635,8.588,8.588,1245.87,10724.38,Rise,2
5032,2019-06-15 07-PM,ETCUSD,8.631,8.635,8.607999999999999,8.635,62.62,539.06,Rise,2
5033,2019-06-15 06-PM,ETCUSD,8.631,8.631,8.631,8.631,0.9995,8.626,Fall,0
5034,2019-06-15 05-PM,ETCUSD,8.7,8.7,8.586,8.631,23.79,204.69,Stag,1
5035,2019-06-15 04-PM,ETCUSD,8.468,8.7,8.468,8.7,256.82,2228.77,Rise,2
5036,2019-06-15 03-PM,ETCUSD,8.52,8.574,8.468,8.468,185.59,1587.59,Fall,0
5037,2019-06-15 02-PM,ETCUSD,8.471,8.52,8.471,8.52,30.0,255.06,Rise,2
5038,2019-06-15 01-PM,ETCUSD,8.5,8.5,8.437000000000001,8.471,44.59,377.1,Fall,0
5039,2019-06-15 12-PM,ETCUSD,8.527000000000001,8.533999999999999,8.5,8.5,37.03,315.72,Rise,2
5040,2019-06-15 11-AM,ETCUSD,8.527000000000001,8.527000000000001,8.527000000000001,8.527000000000001,32.75,279.24,Rise,2
5041,2019-06-15 10-AM,ETCUSD,8.533999999999999,8.533999999999999,8.527000000000001,8.527000000000001,22.76,194.09,Stag,1
5042,2019-06-15 09-AM,ETCUSD,8.577,8.577,8.533999999999999,8.533999999999999,1.005,8.578,Rise,2
5043,2019-06-15 08-AM,ETCUSD,8.565,8.577,8.565,8.577,62.01,531.71,Rise,2
5044,2019-06-15 07-AM,ETCUSD,8.606,8.606,8.565,8.565,31.0,265.78,Fall,0
5045,2019-06-15 06-AM,ETCUSD,8.531,8.619,8.531,8.606,220.92,1903.49,Rise,2
5046,2019-06-15 05-AM,ETCUSD,8.579,8.579,8.531,8.531,13.18,112.46,Fall,0
5047,2019-06-15 04-AM,ETCUSD,8.58,8.58,8.565,8.579,55.88,479.08,Rise,2
5048,2019-06-15 03-AM,ETCUSD,8.568,8.58,8.546,8.58,31.0,265.84,Rise,2
5049,2019-06-15 02-AM,ETCUSD,8.629,8.629,8.568,8.568,447.49,3834.7,Fall,0
5050,2019-06-15 01-AM,ETCUSD,8.611,8.629,8.59,8.629,82.27,707.72,Rise,2
5051,2019-06-15 12-AM,ETCUSD,8.566,8.63,8.566,8.611,86.17,741.65,Fall,0
5052,2019-06-14 11-PM,ETCUSD,8.521,8.597999999999999,8.521,8.566,198.17,1698.65,Fall,0
5053,2019-06-14 10-PM,ETCUSD,8.599,8.599,8.416,8.521,109.81,933.93,Fall,0
5054,2019-06-14 09-PM,ETCUSD,8.39,8.599,8.363999999999999,8.599,605.16,5096.39,Rise,2
5055,2019-06-14 08-PM,ETCUSD,8.335,8.39,8.335,8.39,153.26,1285.8,Fall,0
5056,2019-06-14 07-PM,ETCUSD,8.295,8.335,8.295,8.335,235.11,1959.39,Fall,0
5057,2019-06-14 06-PM,ETCUSD,8.295,8.295,8.295,8.295,3.0,24.89,Fall,0
5058,2019-06-14 05-PM,ETCUSD,8.2,8.338,8.2,8.295,51.5,426.61,Stag,1
5059,2019-06-14 04-PM,ETCUSD,8.376,8.4,8.2,8.2,349.0,2904.56,Fall,0
5060,2019-06-14 03-PM,ETCUSD,8.376,8.376,8.376,8.376,0.0,0.0,Rise,2
5061,2019-06-14 02-PM,ETCUSD,8.388,8.414,8.376,8.376,120.5,1013.05,Stag,1
5062,2019-06-14 01-PM,ETCUSD,8.341000000000001,8.398,8.341000000000001,8.388,3.495,29.32,Rise,2
5063,2019-06-14 12-PM,ETCUSD,8.385,8.385,8.341000000000001,8.341000000000001,15.74,131.43,Fall,0
5064,2019-06-14 11-AM,ETCUSD,8.366,8.385,8.366,8.385,1.0490000000000002,8.796,Rise,2
5065,2019-06-14 10-AM,ETCUSD,8.356,8.397,8.356,8.366,122.54,1025.2,Fall,0
5066,2019-06-14 09-AM,ETCUSD,8.356,8.356,8.356,8.356,0.0,0.0,Fall,0
5067,2019-06-14 08-AM,ETCUSD,8.14,8.411,8.14,8.356,266.13,2231.6,Stag,1
5068,2019-06-14 07-AM,ETCUSD,8.413,8.413,8.14,8.14,1324.53,10954.03,Fall,0
5069,2019-06-14 06-AM,ETCUSD,8.468,8.468,8.413,8.413,1.0590000000000002,8.911,Rise,2
5070,2019-06-14 05-AM,ETCUSD,8.412,8.468,8.412,8.468,43.63,369.0,Rise,2
5071,2019-06-14 04-AM,ETCUSD,8.472999999999999,8.472999999999999,8.412,8.412,27.4,231.38,Fall,0
5072,2019-06-14 03-AM,ETCUSD,8.522,8.522,8.472999999999999,8.472999999999999,15.0,127.1,Rise,2
5073,2019-06-14 02-AM,ETCUSD,8.522,8.522,8.522,8.522,0.0,0.0,Rise,2
5074,2019-06-14 01-AM,ETCUSD,8.522,8.522,8.522,8.522,0.0,0.0,Stag,1
5075,2019-06-14 12-AM,ETCUSD,8.55,8.564,8.522,8.522,5.167999999999999,44.09,Stag,1
5076,2019-06-13 11-PM,ETCUSD,8.619,8.619,8.55,8.55,68.27,585.53,Rise,2
5077,2019-06-13 10-PM,ETCUSD,8.689,8.689,8.619,8.619,14.66,126.51,Rise,2
5078,2019-06-13 09-PM,ETCUSD,8.619,8.718,8.619,8.689,226.98,1977.38,Rise,2
5079,2019-06-13 08-PM,ETCUSD,8.572000000000001,8.619,8.572000000000001,8.619,15.0,129.28,Fall,0
5080,2019-06-13 07-PM,ETCUSD,8.623,8.623,8.558,8.572000000000001,204.29,1751.08,Fall,0
5081,2019-06-13 06-PM,ETCUSD,8.654,8.654,8.562999999999999,8.623,514.39,4430.3,Rise,2
5082,2019-06-13 05-PM,ETCUSD,8.62,8.654,8.62,8.654,141.9,1227.99,Rise,2
5083,2019-06-13 04-PM,ETCUSD,8.617,8.627,8.595,8.62,53.71,462.08,Fall,0
5084,2019-06-13 03-PM,ETCUSD,8.651,8.71,8.617,8.617,713.38,6201.88,Fall,0
5085,2019-06-13 02-PM,ETCUSD,8.605,8.651,8.6,8.651,116.36,1004.8,Rise,2
5086,2019-06-13 01-PM,ETCUSD,8.536,8.605,8.536,8.605,68.86,590.25,Fall,0
5087,2019-06-13 12-PM,ETCUSD,8.568,8.568,8.517999999999999,8.536,636.05,5418.6,Fall,0
5088,2019-06-13 11-AM,ETCUSD,8.519,8.568,8.519,8.568,69.28,591.77,Rise,2
5089,2019-06-13 10-AM,ETCUSD,8.579,8.579,8.519,8.519,34.25,292.7,Fall,0
5090,2019-06-13 09-AM,ETCUSD,8.61,8.61,8.579,8.579,90.19,773.75,Rise,2
5091,2019-06-13 08-AM,ETCUSD,8.588,8.61,8.575,8.61,8.027999999999999,68.91,Rise,2
5092,2019-06-13 07-AM,ETCUSD,8.618,8.618,8.582,8.588,113.57,976.95,Fall,0
5093,2019-06-13 06-AM,ETCUSD,8.543,8.618,8.543,8.618,22.0,189.47,Rise,2
5094,2019-06-13 05-AM,ETCUSD,8.543,8.543,8.543,8.543,0.0,0.0,Fall,0
5095,2019-06-13 04-AM,ETCUSD,8.543,8.543,8.543,8.543,0.0,0.0,Stag,1
5096,2019-06-13 03-AM,ETCUSD,8.607999999999999,8.607999999999999,8.525,8.543,758.1,6462.84,Stag,1
5097,2019-06-13 02-AM,ETCUSD,8.607999999999999,8.607999999999999,8.607999999999999,8.607999999999999,0.0,0.0,Rise,2
5098,2019-06-13 01-AM,ETCUSD,8.607999999999999,8.607999999999999,8.607999999999999,8.607999999999999,0.0,0.0,Stag,1
5099,2019-06-13 12-AM,ETCUSD,8.66,8.66,8.607999999999999,8.607999999999999,4.9110000000000005,42.28,Stag,1
5100,2019-06-12 11-PM,ETCUSD,8.542,8.66,8.542,8.66,810.54,6942.19,Rise,2
5101,2019-06-12 10-PM,ETCUSD,8.543,8.559,8.531,8.542,6.244,53.35,Fall,0
5102,2019-06-12 09-PM,ETCUSD,8.548,8.548,8.53,8.543,849.55,7247.84,Rise,2
5103,2019-06-12 08-PM,ETCUSD,8.592,8.613,8.548,8.548,229.39,1965.98,Rise,2
5104,2019-06-12 07-PM,ETCUSD,8.616,8.616,8.592,8.592,39.89,342.79,Rise,2
5105,2019-06-12 06-PM,ETCUSD,8.622,8.624,8.592,8.616,91.0,782.42,Rise,2
5106,2019-06-12 05-PM,ETCUSD,8.654,8.655,8.514,8.622,1302.08,11138.85,Rise,2
5107,2019-06-12 04-PM,ETCUSD,8.385,8.8,8.346,8.654,996.15,8589.94,Rise,2
5108,2019-06-12 03-PM,ETCUSD,8.229,8.415,8.229,8.385,3994.31,33431.66,Fall,0
5109,2019-06-12 02-PM,ETCUSD,8.238999999999999,8.238999999999999,8.229,8.229,1.058,8.707,Fall,0
5110,2019-06-12 01-PM,ETCUSD,8.256,8.257,8.238999999999999,8.238999999999999,12.0,98.93,Rise,2
5111,2019-06-12 12-PM,ETCUSD,8.293,8.357999999999999,8.256,8.256,109.87,918.11,Rise,2
5112,2019-06-12 11-AM,ETCUSD,8.229,8.293,8.212,8.293,9.139,75.69,Rise,2
5113,2019-06-12 10-AM,ETCUSD,8.158999999999999,8.23,8.158999999999999,8.229,478.26,3935.79,Fall,0
5114,2019-06-12 09-AM,ETCUSD,8.202,8.202,8.158999999999999,8.158999999999999,36.21,295.45,Fall,0
5115,2019-06-12 08-AM,ETCUSD,8.243,8.243,8.202,8.202,1.013,8.307,Rise,2
5116,2019-06-12 07-AM,ETCUSD,8.232000000000001,8.243,8.219,8.243,111.13,913.51,Rise,2
5117,2019-06-12 06-AM,ETCUSD,8.232000000000001,8.232000000000001,8.232000000000001,8.232000000000001,0.0,0.0,Fall,0
5118,2019-06-12 05-AM,ETCUSD,8.254,8.254,8.232000000000001,8.232000000000001,15.45,127.15,Stag,1
5119,2019-06-12 04-AM,ETCUSD,8.254,8.254,8.254,8.254,6.035,49.82,Rise,2
5120,2019-06-12 03-AM,ETCUSD,8.366,8.368,8.254,8.254,44.17,364.68,Stag,1
5121,2019-06-12 02-AM,ETCUSD,8.254,8.366,8.254,8.366,139.23,1159.03,Rise,2
5122,2019-06-12 01-AM,ETCUSD,8.18,8.254,8.18,8.254,38.55,316.71,Fall,0
5123,2019-06-12 12-AM,ETCUSD,8.25,8.287,8.18,8.18,874.89,7246.22,Fall,0
5124,2019-06-11 11-PM,ETCUSD,8.25,8.25,8.25,8.25,0.0,0.0,Rise,2
5125,2019-06-11 10-PM,ETCUSD,8.25,8.25,8.25,8.25,0.0,0.0,Stag,1
5126,2019-06-11 09-PM,ETCUSD,8.216000000000001,8.261000000000001,8.216000000000001,8.25,66.49,549.25,Stag,1
5127,2019-06-11 08-PM,ETCUSD,8.181000000000001,8.228,8.181000000000001,8.216000000000001,76.66,630.21,Fall,0
5128,2019-06-11 07-PM,ETCUSD,8.22,8.22,8.18,8.181000000000001,1966.13,16090.54,Fall,0
5129,2019-06-11 06-PM,ETCUSD,8.25,8.25,8.22,8.22,10.0,82.2,Rise,2
5130,2019-06-11 05-PM,ETCUSD,8.272,8.272,8.25,8.25,1.0270000000000001,8.474,Rise,2
5131,2019-06-11 04-PM,ETCUSD,8.059,8.272,8.059,8.272,110.08,906.71,Rise,2
5132,2019-06-11 03-PM,ETCUSD,8.055,8.059,8.036,8.059,2.279,18.34,Fall,0
5133,2019-06-11 02-PM,ETCUSD,8.125,8.125,8.055,8.055,1.472,11.86,Fall,0
5134,2019-06-11 01-PM,ETCUSD,8.07,8.125,8.07,8.125,1.002,8.141,Rise,2
5135,2019-06-11 12-PM,ETCUSD,8.064,8.087,8.064,8.07,416.39,3360.32,Fall,0
5136,2019-06-11 11-AM,ETCUSD,8.105,8.105,8.054,8.064,64.53,519.87,Fall,0
5137,2019-06-11 10-AM,ETCUSD,8.209,8.209,8.105,8.105,978.67,7942.04,Rise,2
5138,2019-06-11 09-AM,ETCUSD,8.164,8.21,8.164,8.209,12.78,104.92,Rise,2
5139,2019-06-11 08-AM,ETCUSD,8.164,8.164,8.164,8.164,0.0,0.0,Fall,0
5140,2019-06-11 07-AM,ETCUSD,8.18,8.18,8.16,8.164,6.541,53.38,Stag,1
5141,2019-06-11 06-AM,ETCUSD,8.201,8.201,8.18,8.18,58.01,475.68,Rise,2
5142,2019-06-11 05-AM,ETCUSD,8.201,8.201,8.201,8.201,10.0,82.01,Rise,2
5143,2019-06-11 04-AM,ETCUSD,8.2,8.208,8.2,8.201,4.146,34.02,Stag,1
5144,2019-06-11 03-AM,ETCUSD,8.2,8.2,8.2,8.2,0.0,0.0,Fall,0
5145,2019-06-11 02-AM,ETCUSD,8.221,8.265,8.2,8.2,183.93,1511.93,Stag,1
5146,2019-06-11 01-AM,ETCUSD,8.269,8.31,8.221,8.221,114.5,951.07,Rise,2
5147,2019-06-11 12-AM,ETCUSD,8.23,8.344,8.23,8.269,17.66,147.19,Rise,2
5148,2019-06-10 11-PM,ETCUSD,8.23,8.23,8.23,8.23,0.0,0.0,Fall,0
5149,2019-06-10 10-PM,ETCUSD,8.222000000000001,8.245,8.214,8.23,82.61,679.15,Stag,1
5150,2019-06-10 09-PM,ETCUSD,8.184,8.222000000000001,8.184,8.222000000000001,0.7267,5.975,Fall,0
5151,2019-06-10 08-PM,ETCUSD,8.277000000000001,8.277000000000001,8.184,8.184,58.0,474.68,Fall,0
5152,2019-06-10 07-PM,ETCUSD,8.204,8.277000000000001,8.204,8.277000000000001,12.33,101.32,Rise,2
5153,2019-06-10 06-PM,ETCUSD,8.23,8.274,8.204,8.204,1570.7,12995.09,Fall,0
5154,2019-06-10 05-PM,ETCUSD,8.208,8.23,8.208,8.23,30.0,246.6,Rise,2
5155,2019-06-10 04-PM,ETCUSD,8.218,8.293,8.185,8.208,125.57,1033.43,Fall,0
5156,2019-06-10 03-PM,ETCUSD,8.347000000000001,8.347000000000001,8.198,8.218,166.74,1372.78,Rise,2
5157,2019-06-10 02-PM,ETCUSD,8.322000000000001,8.347000000000001,8.322000000000001,8.347000000000001,115.0,958.84,Rise,2
5158,2019-06-10 01-PM,ETCUSD,8.382,8.382,8.294,8.322000000000001,1781.7,14797.63,Fall,0
5159,2019-06-10 12-PM,ETCUSD,8.307,8.433,8.307,8.382,911.45,7642.63,Rise,2
5160,2019-06-10 11-AM,ETCUSD,7.974,8.366,7.974,8.307,2320.12,19157.51,Fall,0
5161,2019-06-10 10-AM,ETCUSD,8.144,8.144,7.974,7.974,1591.57,12719.26,Fall,0
5162,2019-06-10 09-AM,ETCUSD,8.173,8.173,8.144,8.144,82.55,673.65,Rise,2
5163,2019-06-10 08-AM,ETCUSD,8.16,8.173,8.16,8.173,3.0,24.52,Rise,2
5164,2019-06-10 07-AM,ETCUSD,8.163,8.163,8.16,8.16,2.009,16.4,Fall,0
5165,2019-06-10 06-AM,ETCUSD,8.163,8.163,8.163,8.163,0.0,0.0,Rise,2
5166,2019-06-10 05-AM,ETCUSD,8.136000000000001,8.163,8.136000000000001,8.163,2.0,16.33,Stag,1
5167,2019-06-10 04-AM,ETCUSD,8.136000000000001,8.136000000000001,8.136000000000001,8.136000000000001,0.0,0.0,Fall,0
5168,2019-06-10 03-AM,ETCUSD,8.045,8.136000000000001,8.043,8.136000000000001,426.2,3456.54,Stag,1
5169,2019-06-10 02-AM,ETCUSD,8.056000000000001,8.056000000000001,8.045,8.045,4.748,38.2,Fall,0
5170,2019-06-10 01-AM,ETCUSD,8.07,8.07,8.056000000000001,8.056000000000001,1.054,8.494,Rise,2
5171,2019-06-10 12-AM,ETCUSD,8.0,8.07,8.0,8.07,4.335,34.98,Rise,2
5172,2019-06-09 11-PM,ETCUSD,8.0,8.0,8.0,8.0,0.0,0.0,Fall,0
5173,2019-06-09 10-PM,ETCUSD,8.056000000000001,8.056000000000001,7.994,8.0,47.4,378.9,Stag,1
5174,2019-06-09 09-PM,ETCUSD,8.056000000000001,8.089,8.056000000000001,8.056000000000001,1016.48,8221.75,Rise,2
5175,2019-06-09 08-PM,ETCUSD,8.081,8.086,8.056000000000001,8.056000000000001,21.51,173.73,Stag,1
5176,2019-06-09 07-PM,ETCUSD,7.98,8.109,7.98,8.081,1673.48,13473.37,Rise,2
5177,2019-06-09 06-PM,ETCUSD,7.962999999999999,8.067,7.962999999999999,7.98,1099.42,8864.04,Fall,0
5178,2019-06-09 05-PM,ETCUSD,7.999,8.03,7.928999999999999,7.962999999999999,166.47,1327.56,Fall,0
5179,2019-06-09 04-PM,ETCUSD,8.193,8.193,7.9,7.999,623.94,4992.43,Rise,2
5180,2019-06-09 03-PM,ETCUSD,8.234,8.234,8.192,8.193,6.002000000000001,49.18,Rise,2
5181,2019-06-09 02-PM,ETCUSD,8.116,8.234,8.116,8.234,114.48,933.66,Rise,2
5182,2019-06-09 01-PM,ETCUSD,8.275,8.275,8.112,8.116,83.64,682.24,Fall,0
5183,2019-06-09 12-PM,ETCUSD,8.402000000000001,8.402000000000001,8.264,8.275,49.29,410.26,Rise,2
