,Date,Symbol,Open,High,Low,Close,Volume ETH,Volume USD,type,color
6069,2019-05-03 02-PM,ETHUSD,167.08,167.08,166.67,166.94,28.22,4712.38,Rise,2
6070,2019-05-03 01-PM,ETHUSD,167.0,167.08,166.76,167.08,21.13,3526.62,Rise,2
6071,2019-05-03 12-PM,ETHUSD,166.3,167.17,165.96,167.0,56.93,9497.29,Fall,0
6072,2019-05-03 11-AM,ETHUSD,165.28,166.63,165.28,166.3,53.96,8970.85,Fall,0
6073,2019-05-03 10-AM,ETHUSD,166.88,167.1,164.98,165.28,955.61,158692.02,Fall,0
6074,2019-05-03 09-AM,ETHUSD,160.72,169.0,160.61,166.88,346.57,57344.66,Rise,2
6075,2019-05-03 08-AM,ETHUSD,160.57,161.53,160.55,160.72,44.09,7094.61,Fall,0
6076,2019-05-03 07-AM,ETHUSD,160.31,161.26,160.31,160.57,35.86,5769.99,Fall,0
6077,2019-05-03 06-AM,ETHUSD,159.56,161.35,159.56,160.31,152.49,24512.12,Fall,0
6078,2019-05-03 05-AM,ETHUSD,160.35,160.35,159.56,159.56,95.35,15235.48,Fall,0
6079,2019-05-03 04-AM,ETHUSD,159.15,160.35,159.15,160.35,9.94,1593.46,Rise,2
6080,2019-05-03 03-AM,ETHUSD,159.78,159.88,159.15,159.15,80.47,12861.32,Fall,0
6081,2019-05-03 02-AM,ETHUSD,159.64,160.34,159.34,159.78,66.13,10575.99,Rise,2
6082,2019-05-03 01-AM,ETHUSD,158.47,159.84,158.47,159.64,111.96,17796.46,Fall,0
6083,2019-05-03 12-AM,ETHUSD,159.29,159.29,157.8,158.47,89.48,14217.54,Fall,0
6084,2019-05-02 11-PM,ETHUSD,159.29,159.41,159.29,159.29,30.85,4915.46,Rise,2
6085,2019-05-02 10-PM,ETHUSD,159.49,159.68,159.29,159.29,17.9,2852.71,Stag,1
6086,2019-05-02 09-PM,ETHUSD,159.19,160.2,159.15,159.49,86.0,13743.85,Rise,2
6087,2019-05-02 08-PM,ETHUSD,157.88,159.2,157.45,159.19,54.22,8591.36,Fall,0
6088,2019-05-02 07-PM,ETHUSD,157.32,157.95,157.32,157.88,7.95,1254.17,Fall,0
6089,2019-05-02 06-PM,ETHUSD,157.54,158.05,157.32,157.32,117.77,18583.53,Fall,0
6090,2019-05-02 05-PM,ETHUSD,157.38,157.8,157.38,157.54,41.26,6506.68,Rise,2
6091,2019-05-02 04-PM,ETHUSD,158.74,158.75,157.38,157.38,76.38,12082.65,Fall,0
6092,2019-05-02 03-PM,ETHUSD,157.69,158.74,157.69,158.74,96.88,15359.56,Rise,2
6093,2019-05-02 02-PM,ETHUSD,157.8,158.04,157.52,157.69,36.36,5736.82,Fall,0
6094,2019-05-02 01-PM,ETHUSD,158.06,158.06,156.09,157.8,238.47,37476.38,Rise,2
6095,2019-05-02 12-PM,ETHUSD,158.28,158.55,158.02,158.06,13.84,2189.62,Rise,2
6096,2019-05-02 11-AM,ETHUSD,158.39,158.39,158.2,158.28,47.19,7467.19,Rise,2
6097,2019-05-02 10-AM,ETHUSD,158.51,158.66,158.34,158.39,12.61,1997.7,Rise,2
6098,2019-05-02 09-AM,ETHUSD,159.26,159.34,158.43,158.51,24.86,3948.56,Rise,2
6099,2019-05-02 08-AM,ETHUSD,159.13,159.4,159.02,159.26,59.64,9500.78,Rise,2
6100,2019-05-02 07-AM,ETHUSD,158.94,159.28,158.94,159.13,4.51,717.33,Fall,0
6101,2019-05-02 06-AM,ETHUSD,158.7,158.94,158.61,158.94,4.34,688.22,Fall,0
6102,2019-05-02 05-AM,ETHUSD,158.44,158.7,157.71,158.7,101.09,15973.22,Fall,0
6103,2019-05-02 04-AM,ETHUSD,158.4,158.51,158.15,158.44,2.64,418.5,Fall,0
6104,2019-05-02 03-AM,ETHUSD,158.21,158.5,158.04,158.4,71.22,11282.72,Fall,0
6105,2019-05-02 02-AM,ETHUSD,158.2,158.21,157.98,158.21,11.91,1884.09,Fall,0
6106,2019-05-02 01-AM,ETHUSD,158.16,158.2,157.67,158.2,108.83,17195.81,Fall,0
6107,2019-05-02 12-AM,ETHUSD,158.47,158.47,158.16,158.16,6.34,1003.89,Fall,0
6108,2019-05-01 11-PM,ETHUSD,157.56,158.47,157.33,158.47,5.23,825.85,Rise,2
6109,2019-05-01 10-PM,ETHUSD,157.12,157.56,157.09,157.56,3.01,473.1,Fall,0
6110,2019-05-01 09-PM,ETHUSD,157.69,157.69,157.03,157.12,5.94,933.45,Fall,0
6111,2019-05-01 08-PM,ETHUSD,157.17,157.69,157.17,157.69,117.02,18417.78,Rise,2
6112,2019-05-01 07-PM,ETHUSD,158.82,158.85,156.8,157.17,56.19,8839.51,Fall,0
6113,2019-05-01 06-PM,ETHUSD,160.19,160.19,158.82,158.82,140.32,22408.91,Rise,2
6114,2019-05-01 05-PM,ETHUSD,158.77,160.35,158.77,160.19,174.03,27803.13,Rise,2
6115,2019-05-01 04-PM,ETHUSD,158.36,158.77,158.36,158.77,3.29,522.5,Fall,0
6116,2019-05-01 03-PM,ETHUSD,158.08,158.37,158.07,158.36,6.4,1012.89,Fall,0
6117,2019-05-01 02-PM,ETHUSD,158.34,158.78,158.08,158.08,21.02,3329.82,Fall,0
6118,2019-05-01 01-PM,ETHUSD,158.73,158.73,157.73,158.34,136.67,21642.27,Rise,2
6119,2019-05-01 12-PM,ETHUSD,159.45,159.45,158.08,158.73,24.0,3805.5,Rise,2
6120,2019-05-01 11-AM,ETHUSD,158.73,159.54,158.73,159.45,7.29,1163.05,Rise,2
6121,2019-05-01 10-AM,ETHUSD,158.93,158.93,158.73,158.73,102.09,16205.28,Fall,0
6122,2019-05-01 09-AM,ETHUSD,158.68,158.99,158.68,158.93,0.9287,147.52,Rise,2
6123,2019-05-01 08-AM,ETHUSD,160.14,160.25,158.26,158.68,206.0,32671.2,Fall,0
6124,2019-05-01 07-AM,ETHUSD,160.0,160.44,160.0,160.14,13.59,2179.72,Rise,2
6125,2019-05-01 06-AM,ETHUSD,159.72,160.09,159.54,160.0,22.59,3613.55,Fall,0
6126,2019-05-01 05-AM,ETHUSD,159.51,159.97,159.51,159.72,45.75,7308.28,Fall,0
6127,2019-05-01 04-AM,ETHUSD,160.4,160.4,158.81,159.51,1308.91,209124.76,Fall,0
6128,2019-05-01 03-AM,ETHUSD,161.05,161.08,160.4,160.4,186.32,29970.47,Rise,2
6129,2019-05-01 02-AM,ETHUSD,161.05,161.35,161.05,161.05,179.81,28962.12,Rise,2
6130,2019-05-01 01-AM,ETHUSD,161.47,161.94,161.05,161.05,909.72,146701.2,Stag,1
6131,2019-05-01 12-AM,ETHUSD,160.22,162.85,160.19,161.47,152.04,24633.22,Rise,2
6132,2019-04-30 11-PM,ETHUSD,160.29,160.36,159.52,160.22,147.28,23557.16,Fall,0
6133,2019-04-30 10-PM,ETHUSD,157.45,160.93,157.45,160.29,385.54,61658.67,Rise,2
6134,2019-04-30 09-PM,ETHUSD,156.51,157.45,156.51,157.45,61.95,9737.13,Fall,0
6135,2019-04-30 08-PM,ETHUSD,156.38,156.85,156.21,156.51,20.73,3247.29,Fall,0
6136,2019-04-30 07-PM,ETHUSD,156.67,156.9,156.38,156.38,345.16,54115.77,Fall,0
6137,2019-04-30 06-PM,ETHUSD,156.9,156.9,156.67,156.67,87.45,13700.21,Rise,2
6138,2019-04-30 05-PM,ETHUSD,156.4,157.11,156.4,156.9,406.02,63712.05,Rise,2
6139,2019-04-30 04-PM,ETHUSD,157.04,157.13,156.21,156.4,209.8,32878.7,Fall,0
6140,2019-04-30 03-PM,ETHUSD,156.47,157.04,156.25,157.04,52.28,8179.8,Rise,2
6141,2019-04-30 02-PM,ETHUSD,157.22,158.05,156.47,156.47,258.96,40705.44,Fall,0
6142,2019-04-30 01-PM,ETHUSD,157.2,157.86,156.4,157.22,160.64,25279.23,Rise,2
6143,2019-04-30 12-PM,ETHUSD,157.29,157.29,156.53,157.2,248.69,39003.32,Fall,0
6144,2019-04-30 11-AM,ETHUSD,156.53,157.29,156.5,157.29,43.92,6881.3,Rise,2
6145,2019-04-30 10-AM,ETHUSD,155.41,157.14,155.41,156.53,64.91,10162.39,Fall,0
6146,2019-04-30 09-AM,ETHUSD,155.27,155.42,154.58,155.41,22.31,3451.17,Fall,0
6147,2019-04-30 08-AM,ETHUSD,155.18,155.27,155.1,155.27,36.05,5596.55,Fall,0
6148,2019-04-30 07-AM,ETHUSD,154.4,155.82,154.35,155.18,63.98,9922.26,Fall,0
6149,2019-04-30 06-AM,ETHUSD,154.4,154.4,154.2,154.4,63.11,9737.06,Fall,0
6150,2019-04-30 05-AM,ETHUSD,154.11,154.4,154.0,154.4,366.69,56482.77,Stag,1
6151,2019-04-30 04-AM,ETHUSD,154.84,154.95,154.01,154.11,25.66,3963.6,Fall,0
6152,2019-04-30 03-AM,ETHUSD,155.4,155.53,154.26,154.84,694.3,107720.43,Rise,2
6153,2019-04-30 02-AM,ETHUSD,154.33,155.44,154.33,155.4,121.8,18916.37,Rise,2
6154,2019-04-30 01-AM,ETHUSD,153.25,154.33,152.95,154.33,215.15,32998.94,Fall,0
6155,2019-04-30 12-AM,ETHUSD,152.49,153.25,152.49,153.25,5.22,798.19,Fall,0
6156,2019-04-29 11-PM,ETHUSD,151.69,152.49,151.69,152.49,7.66,1168.27,Fall,0
6157,2019-04-29 10-PM,ETHUSD,152.23,152.3,151.69,151.69,5.61,851.98,Fall,0
6158,2019-04-29 09-PM,ETHUSD,152.05,152.44,151.91,152.23,14.43,2197.2,Rise,2
6159,2019-04-29 08-PM,ETHUSD,152.57,152.57,152.0,152.05,4.55,692.36,Fall,0
6160,2019-04-29 07-PM,ETHUSD,153.01,153.08,152.57,152.57,23.85,3646.57,Rise,2
6161,2019-04-29 06-PM,ETHUSD,153.96,153.96,152.49,153.01,64.24,9816.55,Rise,2
6162,2019-04-29 05-PM,ETHUSD,153.18,154.37,153.18,153.96,15.85,2438.6,Rise,2
6163,2019-04-29 04-PM,ETHUSD,151.61,154.18,151.5,153.18,66.05,10127.3,Fall,0
6164,2019-04-29 03-PM,ETHUSD,151.6,151.61,151.51,151.61,7.47,1132.31,Fall,0
6165,2019-04-29 02-PM,ETHUSD,150.57,151.89,150.57,151.6,97.28,14760.37,Fall,0
6166,2019-04-29 01-PM,ETHUSD,151.0,151.0,148.9,150.57,332.87,49978.57,Fall,0
6167,2019-04-29 12-PM,ETHUSD,152.02,152.02,149.47,151.0,55.82,8396.47,Rise,2
6168,2019-04-29 11-AM,ETHUSD,151.12,152.02,151.11,152.02,212.89,32269.0,Rise,2
6169,2019-04-29 10-AM,ETHUSD,152.78,153.07,150.49,151.12,79.87,12100.93,Fall,0
6170,2019-04-29 09-AM,ETHUSD,153.37,153.62,152.02,152.78,135.94,20781.2,Rise,2
6171,2019-04-29 08-AM,ETHUSD,153.54,153.56,153.04,153.37,308.56,47257.1,Rise,2
6172,2019-04-29 07-AM,ETHUSD,154.2,154.44,153.54,153.54,27.76,4279.9,Rise,2
6173,2019-04-29 06-AM,ETHUSD,154.21,154.21,154.2,154.2,0.7,107.94,Rise,2
6174,2019-04-29 05-AM,ETHUSD,154.27,154.27,154.1,154.21,11.57,1784.18,Rise,2
6175,2019-04-29 04-AM,ETHUSD,154.04,154.27,154.04,154.27,2.08,320.39,Rise,2
6176,2019-04-29 03-AM,ETHUSD,153.71,154.16,153.71,154.04,146.51,22564.78,Fall,0
6177,2019-04-29 02-AM,ETHUSD,153.51,153.71,153.51,153.71,5.5,844.54,Fall,0
6178,2019-04-29 01-AM,ETHUSD,153.93,153.93,153.51,153.51,20.11,3089.46,Fall,0
6179,2019-04-29 12-AM,ETHUSD,153.54,153.93,153.16,153.93,121.56,18650.9,Rise,2
6180,2019-04-28 11-PM,ETHUSD,153.53,153.54,153.28,153.54,0.9901,151.85,Fall,0
6181,2019-04-28 10-PM,ETHUSD,153.22,153.53,153.22,153.53,9.38,1439.97,Fall,0
6182,2019-04-28 09-PM,ETHUSD,153.88,153.88,153.22,153.22,34.61,5306.99,Fall,0
6183,2019-04-28 08-PM,ETHUSD,153.67,154.06,153.67,153.88,1.53,235.02,Rise,2
6184,2019-04-28 07-PM,ETHUSD,154.3,154.3,152.57,153.67,29.81,4565.92,Fall,0
6185,2019-04-28 06-PM,ETHUSD,154.54,154.54,153.94,154.3,9.72,1498.46,Rise,2
6186,2019-04-28 05-PM,ETHUSD,154.49,154.54,154.14,154.54,2.15,332.37,Rise,2
6187,2019-04-28 04-PM,ETHUSD,154.99,154.99,154.49,154.49,43.54,6727.15,Fall,0
6188,2019-04-28 03-PM,ETHUSD,154.4,154.99,154.17,154.99,52.0,8024.97,Rise,2
6189,2019-04-28 02-PM,ETHUSD,154.43,154.7,154.13,154.4,36.89,5697.62,Fall,0
6190,2019-04-28 01-PM,ETHUSD,155.74,155.89,153.46,154.43,263.87,41011.75,Rise,2
6191,2019-04-28 12-PM,ETHUSD,156.22,156.22,155.74,155.74,27.18,4238.97,Rise,2
6192,2019-04-28 11-AM,ETHUSD,155.29,156.32,155.29,156.22,96.43,15037.44,Rise,2
6193,2019-04-28 10-AM,ETHUSD,155.61,155.61,155.0,155.29,193.56,30041.41,Fall,0
6194,2019-04-28 09-AM,ETHUSD,155.6,155.64,155.37,155.61,19.32,3004.41,Rise,2
6195,2019-04-28 08-AM,ETHUSD,155.59,156.54,155.52,155.6,511.16,79795.1,Fall,0
6196,2019-04-28 07-AM,ETHUSD,154.86,155.59,154.86,155.59,0.5411,84.15,Fall,0
6197,2019-04-28 06-AM,ETHUSD,154.86,154.86,154.72,154.86,214.96,33259.8,Fall,0
6198,2019-04-28 05-AM,ETHUSD,155.06,155.06,154.49,154.86,103.52,16027.23,Stag,1
6199,2019-04-28 04-AM,ETHUSD,154.99,155.39,154.99,155.06,134.77,20921.0,Rise,2
6200,2019-04-28 03-AM,ETHUSD,154.7,154.99,154.7,154.99,0.9237,143.16,Fall,0
6201,2019-04-28 02-AM,ETHUSD,155.66,155.66,154.49,154.7,15.24,2356.77,Fall,0
6202,2019-04-28 01-AM,ETHUSD,155.68,155.77,155.32,155.66,6.76,1051.04,Rise,2
6203,2019-04-28 12-AM,ETHUSD,155.43,155.92,155.43,155.68,12.43,1935.31,Rise,2
6204,2019-04-27 11-PM,ETHUSD,156.27,156.29,155.42,155.43,32.26,5022.75,Fall,0
6205,2019-04-27 10-PM,ETHUSD,157.21,157.3,156.27,156.27,7.56,1186.45,Rise,2
6206,2019-04-27 09-PM,ETHUSD,157.15,157.64,157.15,157.21,8.9,1402.68,Rise,2
6207,2019-04-27 08-PM,ETHUSD,157.73,157.73,157.01,157.15,22.77,3581.33,Fall,0
6208,2019-04-27 07-PM,ETHUSD,156.43,158.37,156.43,157.73,164.47,25920.79,Rise,2
6209,2019-04-27 06-PM,ETHUSD,156.87,157.1,156.01,156.43,125.33,19592.98,Fall,0
6210,2019-04-27 05-PM,ETHUSD,154.66,156.87,154.55,156.87,244.42,38049.48,Rise,2
6211,2019-04-27 04-PM,ETHUSD,154.25,154.66,154.14,154.66,6.68,1030.5,Fall,0
6212,2019-04-27 03-PM,ETHUSD,153.68,154.26,153.68,154.25,5.57,858.48,Fall,0
6213,2019-04-27 02-PM,ETHUSD,153.09,153.96,153.09,153.68,7.18,1103.16,Fall,0
6214,2019-04-27 01-PM,ETHUSD,153.21,153.5,153.02,153.09,72.68,11130.82,Fall,0
6215,2019-04-27 12-PM,ETHUSD,153.77,153.77,152.99,153.21,5.92,906.06,Rise,2
6216,2019-04-27 11-AM,ETHUSD,153.69,154.04,153.54,153.77,80.0,12301.66,Rise,2
6217,2019-04-27 10-AM,ETHUSD,153.79,154.33,153.44,153.69,110.46,16981.8,Fall,0
6218,2019-04-27 09-AM,ETHUSD,153.46,153.79,152.97,153.79,7.15,1097.03,Rise,2
6219,2019-04-27 08-AM,ETHUSD,153.98,153.98,153.46,153.46,7.38,1133.05,Fall,0
6220,2019-04-27 07-AM,ETHUSD,153.25,153.98,153.25,153.98,6.53,1005.33,Rise,2
6221,2019-04-27 06-AM,ETHUSD,153.48,154.0,153.25,153.25,58.83,9030.8,Fall,0
6222,2019-04-27 05-AM,ETHUSD,153.29,153.79,153.29,153.48,27.17,4172.03,Rise,2
6223,2019-04-27 04-AM,ETHUSD,153.81,153.81,153.04,153.29,4.35,666.2,Fall,0
6224,2019-04-27 03-AM,ETHUSD,152.72,153.82,152.51,153.81,29.54,4509.9,Rise,2
6225,2019-04-27 02-AM,ETHUSD,152.92,153.26,152.72,152.72,3.5,536.82,Fall,0
6226,2019-04-27 01-AM,ETHUSD,153.34,153.34,152.92,152.92,0.057510000000000006,8.79,Rise,2
6227,2019-04-27 12-AM,ETHUSD,153.12,154.1,153.12,153.34,87.72,13466.91,Rise,2
6228,2019-04-26 11-PM,ETHUSD,152.89,153.12,152.71,153.12,56.43,8634.24,Fall,0
6229,2019-04-26 10-PM,ETHUSD,152.3,154.0,152.3,152.89,65.42,10043.03,Fall,0
6230,2019-04-26 09-PM,ETHUSD,151.01,152.3,151.01,152.3,9.52,1445.94,Fall,0
6231,2019-04-26 08-PM,ETHUSD,150.15,151.81,150.15,151.01,208.41,31583.8,Fall,0
6232,2019-04-26 07-PM,ETHUSD,150.01,150.87,150.01,150.15,42.48,6391.8,Fall,0
6233,2019-04-26 06-PM,ETHUSD,151.25,151.99,150.01,150.01,82.65,12518.42,Fall,0
6234,2019-04-26 05-PM,ETHUSD,151.24,152.0,150.63,151.25,42.38,6410.79,Rise,2
6235,2019-04-26 04-PM,ETHUSD,151.03,151.24,149.31,151.24,104.96,15786.28,Fall,0
6236,2019-04-26 03-PM,ETHUSD,152.15,152.25,151.03,151.03,73.64,11167.31,Fall,0
6237,2019-04-26 02-PM,ETHUSD,152.5,152.5,151.79,152.15,54.15,8229.97,Rise,2
6238,2019-04-26 01-PM,ETHUSD,152.56,152.91,152.29,152.5,215.0,32854.9,Rise,2
6239,2019-04-26 12-PM,ETHUSD,151.09,152.56,151.02,152.56,156.9,23832.12,Rise,2
6240,2019-04-26 11-AM,ETHUSD,152.43,152.43,151.09,151.09,80.84,12265.31,Fall,0
6241,2019-04-26 10-AM,ETHUSD,151.8,152.76,151.4,152.43,87.66,13335.74,Rise,2
6242,2019-04-26 09-AM,ETHUSD,152.35,152.87,151.8,151.8,221.41,33758.8,Fall,0
6243,2019-04-26 08-AM,ETHUSD,152.56,153.27,152.17,152.35,298.26,45537.35,Rise,2
6244,2019-04-26 07-AM,ETHUSD,152.86,153.08,151.66,152.56,165.58,25235.87,Rise,2
6245,2019-04-26 06-AM,ETHUSD,152.88,153.34,151.8,152.86,217.03,33143.94,Rise,2
6246,2019-04-26 05-AM,ETHUSD,153.1,153.76,152.88,152.88,507.41,77779.1,Rise,2
6247,2019-04-26 04-AM,ETHUSD,152.85,154.66,152.78,153.1,192.76,29577.56,Rise,2
6248,2019-04-26 03-AM,ETHUSD,153.81,153.81,152.03,152.85,180.67,27498.27,Fall,0
6249,2019-04-26 02-AM,ETHUSD,151.8,155.73,151.29,153.81,187.03,28661.98,Rise,2
6250,2019-04-26 01-AM,ETHUSD,150.55,152.15,150.51,151.8,132.29,20016.7,Fall,0
6251,2019-04-26 12-AM,ETHUSD,152.14,152.14,148.6,150.55,2853.51,428077.54,Fall,0
6252,2019-04-25 11-PM,ETHUSD,152.88,153.28,151.59,152.14,322.96,49239.32,Rise,2
6253,2019-04-25 10-PM,ETHUSD,160.25,160.25,147.0,152.88,3206.74,487483.2,Rise,2
6254,2019-04-25 09-PM,ETHUSD,164.9,165.18,160.25,160.25,333.52,54379.54,Rise,2
6255,2019-04-25 08-PM,ETHUSD,164.51,164.95,164.31,164.9,127.21,20931.03,Rise,2
6256,2019-04-25 07-PM,ETHUSD,164.99,165.48,164.31,164.51,43.99,7245.83,Fall,0
6257,2019-04-25 06-PM,ETHUSD,164.87,165.1,164.68,164.99,766.24,126450.99,Rise,2
6258,2019-04-25 05-PM,ETHUSD,165.06,165.08,164.7,164.87,101.97,16807.27,Fall,0
6259,2019-04-25 04-PM,ETHUSD,164.0,165.27,164.0,165.06,36.77,6060.1,Rise,2
6260,2019-04-25 03-PM,ETHUSD,163.62,164.18,163.62,164.0,47.58,7803.7,Fall,0
6261,2019-04-25 02-PM,ETHUSD,163.77,164.17,163.5,163.62,249.89,40956.53,Fall,0
6262,2019-04-25 01-PM,ETHUSD,164.12,164.12,163.46,163.77,131.14,21472.59,Rise,2
6263,2019-04-25 12-PM,ETHUSD,164.39,164.57,163.94,164.12,40.37,6632.25,Rise,2
6264,2019-04-25 11-AM,ETHUSD,163.96,164.39,163.46,164.39,174.73,28609.0,Rise,2
6265,2019-04-25 10-AM,ETHUSD,162.82,164.37,162.82,163.96,790.7,129615.25,Fall,0
6266,2019-04-25 09-AM,ETHUSD,162.85,163.19,161.8,162.82,362.32,58818.67,Fall,0
6267,2019-04-25 08-AM,ETHUSD,163.21,163.37,162.75,162.85,134.81,21987.45,Rise,2
6268,2019-04-25 07-AM,ETHUSD,162.47,163.42,162.47,163.21,252.11,41083.85,Rise,2
6269,2019-04-25 06-AM,ETHUSD,163.93,163.95,162.15,162.47,173.98,28378.32,Fall,0
6270,2019-04-25 05-AM,ETHUSD,164.01,164.29,163.54,163.93,187.6,30743.06,Rise,2
6271,2019-04-25 04-AM,ETHUSD,163.83,164.73,163.83,164.01,145.54,23911.43,Rise,2
6272,2019-04-25 03-AM,ETHUSD,163.57,164.15,163.25,163.83,163.47,26774.3,Fall,0
6273,2019-04-25 02-AM,ETHUSD,165.45,165.59,163.57,163.57,408.26,67133.17,Fall,0
6274,2019-04-25 01-AM,ETHUSD,165.46,165.74,164.85,165.45,57.04,9424.03,Rise,2
6275,2019-04-25 12-AM,ETHUSD,165.62,166.23,165.27,165.46,50.74,8410.4,Rise,2
6276,2019-04-24 11-PM,ETHUSD,165.33,165.89,164.3,165.62,199.82,32982.56,Rise,2
6277,2019-04-24 10-PM,ETHUSD,164.08,165.33,163.94,165.33,113.94,18730.25,Fall,0
6278,2019-04-24 09-PM,ETHUSD,164.34,164.7,163.94,164.08,80.41,13203.69,Fall,0
6279,2019-04-24 08-PM,ETHUSD,163.3,164.59,163.24,164.34,124.31,20399.04,Rise,2
6280,2019-04-24 07-PM,ETHUSD,162.44,163.37,162.44,163.3,74.1,12089.03,Fall,0
6281,2019-04-24 06-PM,ETHUSD,162.1,162.44,160.27,162.44,428.6,69116.35,Fall,0
6282,2019-04-24 05-PM,ETHUSD,162.4,163.06,161.36,162.1,360.55,58387.33,Fall,0
6283,2019-04-24 04-PM,ETHUSD,164.5,164.5,161.37,162.4,161.73,26323.95,Rise,2
6284,2019-04-24 03-PM,ETHUSD,164.57,165.08,164.5,164.5,25.72,4238.51,Rise,2
6285,2019-04-24 02-PM,ETHUSD,163.83,164.89,163.62,164.57,159.84,26309.58,Rise,2
6286,2019-04-24 01-PM,ETHUSD,164.89,165.26,163.83,163.83,22.28,3665.75,Fall,0
6287,2019-04-24 12-PM,ETHUSD,165.14,165.72,164.89,164.89,81.71,13495.43,Rise,2
6288,2019-04-24 11-AM,ETHUSD,164.04,165.45,162.82,165.14,234.97,38577.06,Rise,2
6289,2019-04-24 10-AM,ETHUSD,164.29,165.0,163.24,164.04,165.16,27105.83,Fall,0
6290,2019-04-24 09-AM,ETHUSD,165.23,165.24,164.2,164.29,150.41,24776.27,Rise,2
6291,2019-04-24 08-AM,ETHUSD,164.8,165.62,163.76,165.23,867.43,142605.47,Rise,2
6292,2019-04-24 07-AM,ETHUSD,169.43,169.43,162.12,164.8,479.5,79151.3,Fall,0
6293,2019-04-24 06-AM,ETHUSD,170.15,170.52,169.43,169.43,1990.82,338933.87,Rise,2
6294,2019-04-24 05-AM,ETHUSD,170.34,170.34,169.61,170.15,25.17,4278.74,Rise,2
6295,2019-04-24 04-AM,ETHUSD,169.97,170.34,169.1,170.34,146.84,24965.96,Rise,2
6296,2019-04-24 03-AM,ETHUSD,169.22,170.31,169.22,169.97,157.58,26773.19,Fall,0
6297,2019-04-24 02-AM,ETHUSD,168.66,169.22,168.29,169.22,63.98,10809.52,Fall,0
6298,2019-04-24 01-AM,ETHUSD,170.94,170.94,167.07,168.66,396.81,66698.99,Fall,0
6299,2019-04-24 12-AM,ETHUSD,170.89,170.94,170.33,170.94,506.84,86623.78,Rise,2
6300,2019-04-23 11-PM,ETHUSD,171.41,171.91,170.33,170.89,169.23,28968.66,Fall,0
6301,2019-04-23 10-PM,ETHUSD,172.97,172.97,169.07,171.41,469.33,80488.74,Rise,2
6302,2019-04-23 09-PM,ETHUSD,172.47,173.27,172.33,172.97,57.13,9866.15,Rise,2
6303,2019-04-23 08-PM,ETHUSD,172.9,173.0,172.0,172.47,99.43,17139.34,Fall,0
6304,2019-04-23 07-PM,ETHUSD,173.0,173.72,171.98,172.9,212.65,36797.0,Rise,2
6305,2019-04-23 06-PM,ETHUSD,173.75,173.99,173.0,173.0,103.49,17952.33,Rise,2
6306,2019-04-23 05-PM,ETHUSD,173.88,174.38,173.0,173.75,429.08,74423.5,Rise,2
6307,2019-04-23 04-PM,ETHUSD,173.55,174.04,173.26,173.88,99.93,17340.65,Rise,2
6308,2019-04-23 03-PM,ETHUSD,174.67,174.8,173.55,173.55,76.74,13363.81,Fall,0
6309,2019-04-23 02-PM,ETHUSD,175.53,175.53,174.53,174.67,24.86,4348.4,Rise,2
6310,2019-04-23 01-PM,ETHUSD,174.56,175.53,174.08,175.53,347.75,60736.8,Rise,2
6311,2019-04-23 12-PM,ETHUSD,174.26,174.56,174.26,174.56,0.3104,54.18,Fall,0
6312,2019-04-23 11-AM,ETHUSD,174.95,175.6,174.26,174.26,169.58,29623.58,Fall,0
6313,2019-04-23 10-AM,ETHUSD,174.81,174.96,174.36,174.95,30.63,5351.31,Rise,2
6314,2019-04-23 09-AM,ETHUSD,175.32,175.32,174.37,174.81,534.01,93285.41,Fall,0
6315,2019-04-23 08-AM,ETHUSD,175.65,176.56,175.29,175.32,508.72,89327.75,Rise,2
6316,2019-04-23 07-AM,ETHUSD,174.9,176.12,174.83,175.65,235.15,41218.22,Rise,2
6317,2019-04-23 06-AM,ETHUSD,174.53,174.9,173.4,174.9,216.25,37608.52,Fall,0
6318,2019-04-23 05-AM,ETHUSD,173.32,174.98,173.32,174.53,80.16,13954.58,Fall,0
6319,2019-04-23 04-AM,ETHUSD,172.37,175.18,171.95,173.32,1034.64,179739.28,Fall,0
6320,2019-04-23 03-AM,ETHUSD,171.76,172.81,171.76,172.37,30.65,5289.35,Fall,0
6321,2019-04-23 02-AM,ETHUSD,171.07,172.14,171.07,171.76,129.02,22172.24,Fall,0
6322,2019-04-23 01-AM,ETHUSD,171.21,171.21,171.06,171.07,8.23,1407.17,Fall,0
6323,2019-04-23 12-AM,ETHUSD,171.51,171.56,170.47,171.21,200.84,34344.4,Rise,2
6324,2019-04-22 11-PM,ETHUSD,172.71,172.71,171.35,171.51,45.05,7726.45,Rise,2
6325,2019-04-22 10-PM,ETHUSD,171.71,172.8,171.71,172.71,182.05,31420.0,Rise,2
6326,2019-04-22 09-PM,ETHUSD,171.79,171.94,171.69,171.71,111.12,19083.81,Fall,0
6327,2019-04-22 08-PM,ETHUSD,172.32,172.61,171.62,171.79,73.04,12574.07,Rise,2
6328,2019-04-22 07-PM,ETHUSD,172.5,173.06,171.19,172.32,197.33,33989.99,Rise,2
6329,2019-04-22 06-PM,ETHUSD,171.74,173.36,171.32,172.5,338.61,58328.06,Rise,2
6330,2019-04-22 05-PM,ETHUSD,169.56,172.13,169.56,171.74,224.98,38490.17,Fall,0
6331,2019-04-22 04-PM,ETHUSD,171.25,171.25,168.76,169.56,192.93,32676.73,Fall,0
